File,Comment,Code,Coherent
WBSType.java,"""/** * Sets the value of the totalSpendingPlan property. * * @param value *     allowed object is *     {@link Double } * */""","""public void setTotalSpendingPlan(Double value)
   {
      this.totalSpendingPlan = value;
   }""",1
WBSType.java,"""/** * Gets the value of the summaryInProgressActivityCount property. * * @return *     possible object is *     {@link Integer } * */""","""public Integer getSummaryInProgressActivityCount()
   {
      return summaryInProgressActivityCount;
   }""",1
WebRtcChannel.java,"""/** * Type of channel in WebRTC communications (audio, video, or both). * * @author Boni Garcia (bgarcia@gsyc.es) * @since 4.2.3 */""","""public enum WebRtcChannel {
	VIDEO_ONLY, AUDIO_ONLY, AUDIO_AND_VIDEO;

	public boolean getAudio() {
		switch (this) {
		case VIDEO_ONLY:
			return false;
		case AUDIO_ONLY:
			return true;
		case AUDIO_AND_VIDEO:
		default:
			return true;
		}
	}

	public boolean getVideo() {
		switch (this) {
		case VIDEO_ONLY:
			return true;
		case AUDIO_ONLY:
			return false;
		case AUDIO_AND_VIDEO:
		default:
			return true;
		}
	}
}""",1
WriteGeoLocationNfcAsync.java,"""/** * Instantiates a new WriteGeoLocationNfcAsync. * * @param asyncUiCallback the async ui callback * @param asyncOperationCallback the async operation callback * @param nfcWriteUtility the nfc write utility */""","""public WriteGeoLocationNfcAsync(@Nullable AsyncUiCallback asyncUiCallback, @NotNull AsyncOperationCallback asyncOperationCallback, @NotNull NfcWriteUtility nfcWriteUtility) {
        super(asyncUiCallback, asyncOperationCallback, nfcWriteUtility);
    }

    @Override
    public void executeWriteOperation(final Intent intent, final Object... args) {
        if (checkDoubleArguments(args.getClass()) || args.length != 2 || intent == null) {
            throw new UnsupportedOperationException(""Invalid arguments"");
        }

        setAsyncOperationCallback(new AsyncOperationCallback() {
            @Override
            public boolean performWrite(NfcWriteUtility writeUtility) throws ReadOnlyTagException, InsufficientCapacityException, TagNotPresentException, FormatException {
                return writeUtility.writeGeolocationToTagFromIntent((Double) args[0], (Double) args[1], intent);
            }
        });

        super.executeWriteOperation();
    }""",1
WebRequestTrackingTelemetryModule.java,"""/** * Initializes the telemetry module with the given telemetry configuration. * @param configuration The telemetry configuration. */""","""@Override
    public void initialize(TelemetryConfiguration configuration) {
        try {
            telemetryClient = new TelemetryClient(configuration);
            isInitialized = true;
        } catch (Exception e) {
            InternalLogger.INSTANCE.error(
                    ""Failed to initialize telemetry module "" + this.getClass().getSimpleName() + "". Exception: %s."", e.getMessage());
        }
    }""",1
WrapperPlayServerNamedEntitySpawn.java,"""/** * Set the yaw of the spawned entity. * @param value - new yaw. */""","""public void setYaw(float value) {
        handle.getBytes().write(0, (byte) (value * 256.0F / 360.0F));
    }""",1
WBSType.java,"""/** * Gets the value of the summaryCostPercentComplete property. * * @return *     possible object is *     {@link Double } * */""","""public Double getSummaryCostPercentComplete()
   {
      return summaryCostPercentComplete;
   }""",1
WidgetPreferenceActivity.java,"""/** * Send an intent to update the widget. */""","""private void updateWidget(boolean online) {
        Intent updateIntent = new Intent(android.appwidget.AppWidgetManager.ACTION_APPWIDGET_UPDATE,
                Uri.EMPTY, this, Widget.class);
        updateIntent.putExtra(Widget.LOAD_DATA_KEY, online);
        sendBroadcast(updateIntent);
    }""",1
WebScenarioObject.java,"""/** * Gets status. * * @return Value of status. */""","""public Integer getStatus() {
        return status;
    }""",1
WorldChunkManagerTofu.java,"""/** * Returns a list of rainfall values for the specified blocks. Args: listToReuse, x, z, width, length. */""","""@Override
    public float[] getRainfall(float[] par1ArrayOfFloat, int par2, int par3, int par4, int par5)
    {
        IntCache.resetIntCache();

        if (par1ArrayOfFloat == null || par1ArrayOfFloat.length < par4 * par5)
        {
            par1ArrayOfFloat = new float[par4 * par5];
        }

        int[] aint = this.genBiomes.getInts(par2, par3, par4, par5);

        for (int i1 = 0; i1 < par4 * par5; ++i1)
        {
            float f = BiomeGenTofuBase.getBiome(aint[i1]).getIntRainfall() / 65536.0F;

            if (f > 1.0F)
            {
                f = 1.0F;
            }

            par1ArrayOfFloat[i1] = f;
        }

        return par1ArrayOfFloat;
    }""",1
WebResourceName.java,"""/** * Gets the value of the id property. * * @return *     possible object is *     {@link String } * */""","""public String getId() {
        return id;
    }""",1
ZMQ.java,"""/** * Sets the SOCKS5 proxy address that shall be used by the socket for the TCP connection(s). * Does not support SOCKS5 authentication. * If the endpoints are domain names instead of addresses they shall not be resolved * and they shall be forwarded unchanged to the SOCKS proxy service * in the client connection request message (address type 0x03 domain name). * * @param proxy * @return true if the option was set, otherwise false. * @see #getSocksProxy() */""","""public boolean setSocksProxy(byte[] proxy)
        {
            return setSocketOpt(zmq.ZMQ.ZMQ_SOCKS_PROXY, proxy);
        }""",1
XmlBeanFactory.java,"""/** * Configures the object by parsing the provided XML.<br/> * The underlying XmlBean will start at the root of the XML and will access * private fields as needed. * @param xml The XML String containing the document to configure the object * @param obj The object instance to configure * @see XmlBean#configure(java.lang.String, java.lang.Object) */""","""static public void configure(String xml, Object obj) throws XmlBeanException, IOException, SAXException {
        createXmlBean().configure(xml, obj);
    }""",1
XmlManipulationUtils.java,"""/** * Traverse submission looking for OpenRosa metadata tag (with or without * namespace). * * @param parent * @return */""","""private static Element findMetaTag(Element parent, String rootUri) {
    for (int i = 0; i < parent.getChildCount(); ++i) {
      if (parent.getType(i) == Node.ELEMENT) {
        Element child = parent.getElement(i);
        String cnUri = child.getNamespace();
        String cnName = child.getName();
        if (cnName.equals(OPEN_ROSA_METADATA_TAG)
            && (cnUri == null || 
                cnUri.equals(EMPTY_STRING) || 
                cnUri.equals(rootUri) ||
                cnUri.equalsIgnoreCase(OPEN_ROSA_NAMESPACE) || 
                cnUri.equalsIgnoreCase(OPEN_ROSA_NAMESPACE_SLASH) || 
                cnUri.equalsIgnoreCase(OPEN_ROSA_NAMESPACE_PRELIM))) {
          return child;
        } else {
          Element descendent = findMetaTag(child, rootUri);
          if (descendent != null)
            return descendent;
        }
      }
    }
    return null;
  }""",1
WrapperPlayServerLogin.java,"""/** * Retrieve the player's entity object. * @param event - the packet event. * @return The player's entity. */""","""public Entity getEntity(PacketEvent event) {
    	return getEntity(event.getPlayer().getWorld());
    }""",1
WrapperPlayServerSpawnEntityWeather.java,"""/** * Set the y coordinate of the thunderbolt. * @param value - new value. */""","""public void setY(double value) {
        handle.getIntegers().write(2, (int) (value * 32.0D));
    }""",1
XMLStringUtil.java,"""/** * Remove or replace XML invalid chars from input. * * @param input * @param replace *            Whether or not to replace invalid characters by replacement * @param replacement *            The character to replace any invalid character found * @return The String that is cleaned from the invalid in XML characters. * @see #isXMLValid(char) */""","""public static String getXMLValidString(final String input,
            final boolean replace, final char replacement) {
        if (input == null) {
            return null;
        }

        if ("""".equals(input)) {
            return """";
        }

        StringBuilder sb = new StringBuilder();
        for (char c : input.toCharArray()) {
            if (XMLStringUtil.isXMLValid(c)) {
                sb.append(c);
            } else if (replace) {
                sb.append(replacement);
            }
        }
        return sb.toString();
    }""",1
WrapperPlayServerEntityEffect.java,"""/** * Retrieve duration in ticks. * @return The current Duration */""","""public short getDuration() {
        return handle.getShorts().read(0);
    }""",1
WeekView.java,"""/** * Get the ""now"" line color. * @return The color of the ""now"" line. */""","""public int getNowLineColor() {
        return mNowLineColor;
    }""",1
WrapperPlayServerNamedEntitySpawn.java,"""/** * Set the x axis of the position. * @param value - new value. */""","""public void setX(double value) {
        handle.getIntegers().write(1, (int) Math.floor(value * 32.0D));
    }""",1
SMConfigurationAdapterImpl.java,"""/** * One of the above constants */""","""public float getEstimateType() {
        return limitEstimateType;
    }""",0
VoltageDecryptor.java,"""/** * @param dataIn * @param format * @return returns java.lang.String * @throws FaultResponse */""","""@Override
    public String accessFormattedData(String dataIn, String format) throws FaultResponse {
        return service.accessFormattedData(dataIn, format, IDENTITY, """", com.kunai.keyvault.crypto.voltage.vibesimple.AuthMethod.SHARED_SECRET, AUTHINFO);
    }""",1
WorkerManager.java,"""/** * Performs a deep copy on <i>other</i>. */""","""public remove_worker_result(remove_worker_result other) {
      __isset_bit_vector.clear();
      __isset_bit_vector.or(other.__isset_bit_vector);
      this.success = other.success;
      if (other.is_set_ne()) {
        this.ne = new NebuException(other.ne);
      }
    }""",1
WrapperPlayServerNamedEntitySpawn.java,"""/** * Retrieve the z axis of the new position. * <p> * Note that the coordinate is rounded off to the nearest 1/32 of a meter. * @return The current z */""","""public double getZ() {
        return handle.getIntegers().read(3) / 32.0D;
    }""",1
MockBrowserLauncher.java,"""/** *  This browser configuration is not supported for IE */""","""public void launchRemoteSession(String url) {
browser = new Thread(this); // Thread safety reviewed
browser.setName(""mockbrowser"");
if (null != url) {
  browser.start();
} else {
  log.info(""launching a mock unresponsive browser"");
}
}""",0
ZMQ.java,"""/** * The 'ZMQ_MCAST_LOOP' option shall control whether data sent via multicast transports * using the specified 'socket' can also be received by the sending host via loopback. A * value of zero disables the loopback functionality, while the default value of 1 enables * the loopback functionality. Leaving multicast loopback enabled when it is not required * can have a negative impact on performance. Where possible, disable 'ZMQ_MCAST_LOOP' in * production environments. * * @param multicastLoop */""","""@Deprecated
        public boolean setMulticastLoop(boolean multicastLoop)
        {
            throw new UnsupportedOperationException();
        }""",1
XFooterView.java,"""/** * Set footer view state * * @see #STATE_LOADING * @see #STATE_NORMAL * @see #STATE_READY * * @param state */""","""public void setState(int state) {
        if (state == mState) return;

        if (state == STATE_LOADING) {
//            mHintImage.clearAnimation();
//            mHintImage.setVisibility(View.INVISIBLE);
            mProgressBar.setVisibility(View.VISIBLE);
            mHintView.setVisibility(View.INVISIBLE);
        } else {
            mHintView.setVisibility(View.VISIBLE);
//            mHintImage.setVisibility(View.VISIBLE);
            mProgressBar.setVisibility(View.INVISIBLE);
        }

        switch (state) {
            case STATE_NORMAL:
//                if (mState == STATE_READY) {
//                    mHintImage.startAnimation(mRotateDownAnim);
//                }
//                if (mState == STATE_LOADING) {
//                    mHintImage.clearAnimation();
//                }
                mHintView.setText(R.string.footer_hint_load_normal);
                break;

            case STATE_READY:
                if (mState != STATE_READY) {
//                    mHintImage.clearAnimation();
//                    mHintImage.startAnimation(mRotateUpAnim);
                    mHintView.setText(R.string.footer_hint_load_ready);
                }
                break;

            case STATE_LOADING:
                break;
        }

        mState = state;
    }""",1
WBSType.java,"""/** * Sets the value of the summaryEstimateAtCompletionByLaborUnits property. * * @param value *     allowed object is *     {@link Double } * */""","""public void setSummaryEstimateAtCompletionByLaborUnits(Double value)
   {
      this.summaryEstimateAtCompletionByLaborUnits = value;
   }""",1
XfaFile.java,"""/** * Constructs an XFA file from an OutputStreamResource. * This resource can be an XML file or a node in a RUPS application. * @param	resource	the XFA resource * @throws IOException * @throws DocumentException */""","""public XfaFile(OutputStreamResource resource) throws IOException, DocumentException {
		// Is there a way to avoid loading everything in memory?
		// Can we somehow get the XML from the PDF as an InputSource, Reader or InputStream?
		ByteArrayOutputStream baos = new ByteArrayOutputStream();
		resource.writeTo(baos);
		ByteArrayInputStream bais = new ByteArrayInputStream(baos.toByteArray());
		SAXReader reader = new SAXReader();
		xfaDocument = reader.read(bais);
	}""",1
Tool.java,"""/** If the tool needs to panic/exit, how do we do that? */""","""public void panic() {
    throw new Error(""ANTLR panic"");
}""",0
WrapperPlayServerAnimation.java,"""/** * Retrieve the player ID. * @return The current EID */""","""public int getEntityID() {
        return handle.getIntegers().read(0);
    }""",1
WrapperPlayClientSteerVehicle.java,"""/** * Retrieve positive forward. * @return The current Forward */""","""public float getForward() {
        return handle.getFloat().read(1);
    }""",1
WorldGrid.java,"""/** * This can return null if the grid has not been generated. * * @return a list of rectangles that represent the grid. */""","""public List<Rectangle> getWorldGrid() {
        return worldGrid;
    }""",1
WBSCategoryType.java,"""/** * Gets the value of the createUser property. * * @return *     possible object is *     {@link String } * */""","""public String getCreateUser()
   {
      return createUser;
   }""",1
CreateGraph.java,"""/** * A new tcpdump line has been received */""","""public void newTcpDumpLine(String line) {
    Date theDate = NetworkAnalysisUtils.extractTcpdumpLineDate(line);
    String url = NetworkAnalysisUtils.extractTcpdumpLineUrl(line);
    if (theDate != null && url != null) {
        GraphMarker urlMarker = mapAction.get(""URL"");
        if (urlMarker != null) {
            urlMarker.addEvent(""Type"", url, theDate, theDate);
            // Set marker to hidden if urlMarkers checkbox is not checked
            if (urlMarkersDisplayed == false) {
                urlMarker.removeMarker();
            }
            mapAction.put(""URL"", urlMarker);
        }
    }
}""",0
SkelSprite.java,"""/*  It's ugly to snoop inside a wrapping */""","""private Rendered animwrap(GLState.Wrapping wrap) {
if(!(wrap.r instanceof FastMesh))
    return(wrap);
FastMesh m = (FastMesh)wrap.r;
for(MeshAnim.Anim anim : manims) {
    if(anim.desc().animp(m)) {
    Rendered ret = wrap.st().apply(new MorphedMesh(m, mmorph));
    if(bonedb)
        ret = morphed.apply(ret);
    return(ret);
    }
}
Rendered ret;
if(PoseMorph.boned(m)) {
    String bnm = PoseMorph.boneidp(m);
    if(bnm == null) {
    ret = wrap.st().apply(new MorphedMesh(m, pmorph));
    if(bonedb)
        ret = morphed.apply(ret);
    } else {
    ret = pose.bonetrans2(skel.bones.get(bnm).idx).apply(wrap);
    if(bonedb)
        ret = rigid.apply(ret);
    }
} else {
    ret = wrap;
    if(bonedb)
    ret = unboned.apply(ret);
}
return(ret);
}""",0
WebSocketHandshakeObject.java,"""/** * @param name the name to set */""","""public void setName(String name) {
        this.name = name;
    }""",1
ZettelkastenViewUtil.java,"""/** * This method opens files or folders (attchments). Typically used when * opening attachments. First, this method tries to open a file using the * {@code Desktop} api from Java. If this fails, on Windows and Linux the * {@code Runtime}. * * @param path The path to the file that should be opened * @param settings a reference to the Settings class * @return {@code true} if opening the file was successfull, {@code false} * otherwise. */""","""public static boolean openFilePath(String path, Settings settings) {
        File linuxpath = new File(path);
        // on linux, check whether we have white spaces
        if (linuxpath.toString().contains("" "")) {
            // if so, replace them with ascii-number
            linuxpath = new File(""file://"" + linuxpath.toString().replaceAll(Pattern.quote("" ""), Matcher.quoteReplacement(""%20"")));
        }
        // log file path, in case we need to debug user info
        Constants.zknlogger.log(Level.INFO, ""Verwendeter Anhangspfad: {0}"", linuxpath);
        // check whether desktop-api is supported
        if (Desktop.isDesktopSupported() && Desktop.getDesktop().isSupported(Desktop.Action.OPEN)) {
            try {
                // open file
                Desktop.getDesktop().open(new File(path));
            } catch (IOException ex) {
                // log error
                Constants.zknlogger.log(Level.WARNING, ex.getLocalizedMessage());
                return false;
            }
        } else {
            try {
                // on windows, use Runtime with rundll32
                if (PlatformUtil.isWindows()) {
                    Runtime.getRuntime().exec(""rundll32 SHELL32.DLL,ShellExec_RunDLL \"""" + path + ""\"""");
                } else if (PlatformUtil.isLinux()) {
                    // on linux, use xdg-open
                    Runtime.getRuntime().exec(""xdg-open "" + linuxpath.getPath());
                }
            } catch (IOException ex) {
                Constants.zknlogger.log(Level.WARNING, ex.getLocalizedMessage());
                return false;
            }
        }
        return true;
    }""",1
WrapperPlayServerMapChunk.java,"""/** * Retrieve size of compressed chunk data. * @return The current Compressed size */""","""public int getCompressedSize() {
        return handle.getIntegers().read(4);
    }""",1
WindowManagerService.java,"""/** * Check wallpaper for visiblity change and notify window if so. * @param wallpaper The wallpaper to test and notify. * @param visible Current visibility. */""","""void dispatchWallpaperVisibility(final WindowState wallpaper, final boolean visible) {
        if (wallpaper.mWallpaperVisible != visible) {
            wallpaper.mWallpaperVisible = visible;
            try {
                if (DEBUG_VISIBILITY || DEBUG_WALLPAPER_LIGHT) Slog.v(TAG,
                        ""Updating vis of wallpaper "" + wallpaper
                        + "": "" + visible + "" from:\n"" + Debug.getCallers(4, ""  ""));
                wallpaper.mClient.dispatchAppVisibility(visible);
            } catch (RemoteException e) {
            }
        }
    }""",1
XlsDetectorTest.java,"""/** * * @throws Exception */""","""@Test(expected = IllegalArgumentException.class)
    public void should_not_read_null_input_stream() throws Exception {
        xlsDetector.detect(null);
    }""",1
WidgetBean.java,"""/** * We create the {@link JpaWidgetDao} */""","""@PostConstruct
    @SuppressWarnings(""unused"")
    private void initialize() {
        widgetDao = new JpaWidgetDao(em);
    }""",1
WordApiTest.java,"""/** * Test of getAudioData method, of class WordApi. */""","""@Test
    public void testGetAudioData() throws Exception {
        System.out.println(""getAudioData"");

        List<AudioFileMetadata> audio = WordApi.audio(""a"");
        assertNotNull(audio);
        assertTrue(audio.size() >= 1);

        byte[] result = WordApi.getAudioData(audio.get(0));

        assertNotNull(result);
        assertTrue(result.length > 0);
        System.out.println(""Got "" + result.length + "" bytes of data."");

        audio.get(0).setFileUrl(""http://api.wordnik.com/v4/audioFile.mp3/d7e9fd4ec39829cb61169850a4e8a9e3a8b15d7b730afbeac7c77ee558f73bfc"");
        try {
            result = WordApi.getAudioData(audio.get(0));
        } catch (Exception e) {
            assertNotNull(e);
            System.out.println(""This is testing a failure. You should see the headers in the excemption."");
            System.out.println(e);
        }
    }""",1
WBSType.java,"""/** * Gets the value of the summaryScheduleVarianceByLaborUnits property. * * @return *     possible object is *     {@link Double } * */""","""public Double getSummaryScheduleVarianceByLaborUnits()
   {
      return summaryScheduleVarianceByLaborUnits;
   }""",1
WFSPTRCAPS.java,"""/** * Specifies on which sides of the media this device can print as one of the * following values: * * @since 3.20 */""","""public PTRPrintSides getPrintSides() {
		return XfsConstants.valueOf(printSides, PTRPrintSides.class);
	}""",1
VPNPayload.java,"""/** * An MDM payload for VPN. * * @author Sylvain Pedneault */""","""class VPNPayload extends MobileConfigPayload {
  public static final String VPNTYPE_L2TP = ""L2TP"";
  public static final String VPNTYPE_PPTP = ""PPTP"";
  public static final String VPNTYPE_IP_SEC = ""IPSec"";

  public VPNPayload(final int payloadVersion, final String payloadOrganization, final String payloadIdentifier, final String payloadDisplayName, final String userDefinedName, final boolean overridePrimary, final String vpnType) throws JSONException {
    super(payloadVersion, ""com.apple.vpn.managed"", payloadOrganization, payloadIdentifier, payloadDisplayName);
    final JSONObject payload = getPayload();
    payload.put(""UserDefinedName"", userDefinedName);
    payload.put(""OverridePrimary"", overridePrimary);
    payload.put(""VPNType"", vpnType);
  }

  public JSONObject addPPP() throws JSONException {
    final JSONObject object = new JSONObject();
    getPayload().put(""PPP"", object);
    return object;
  }

  public JSONObject addIPSec() throws JSONException {
    final JSONObject object = new JSONObject();
    getPayload().put(""IPSec"", object);
    return object;
  }
}""",1
WFSPTRSTATUS.java,"""/** * Specifies the status of the printer imaging lamp as one of the following * values: {@link PTRLamp} * * @since 2.0 */""","""public PTRLamp getLamp() {
		return XfsConstants.valueOf(lamp, PTRLamp.class);
	}""",1
WidgetUtils.java,"""/** * * @param widget which parent shell should be found * @return shell which contains widget or null */""","""public static Shell getShell(Control widget) {
		while (widget != null) {
			if (widget instanceof Shell) {
				return ((Shell)widget);
			} else {
				widget = ((Control)widget).getParent();
			}
		}
		return null;
	}""",1
XhtmlMarkup.java,"""/** * List of <code>Xhtml</code> markups. * <br/> * Xhtml uses all {@link javax.swing.text.html.HTML.Tag} and {@link javax.swing.text.html.HTML.Attribute} * as markups. * * @author <a href=""mailto:vincent.siveton@gmail.com"">Vincent Siveton</a> * @version $Id$ * @since 1.0 */""","""@SuppressWarnings( ""checkstyle:interfaceistype"" )
public interface XhtmlMarkup
    extends HtmlMarkup
{
    /** XHTML namespace: ""http://www.w3.org/1999/xhtml"" */
    String XHTML_NAMESPACE = ""http://www.w3.org/1999/xhtml"";

    /** XHTML 1.0 transitional public id: ""-//W3C//DTD XHTML 1.0 Transitional//EN"" */
    String XHTML_TRANSITIONAL_PUBLIC_ID = ""-//W3C//DTD XHTML 1.0 Transitional//EN"";

    /** XHTML 1.0 transitional system id: ""http://www.w3.org/TR/xhtml1/DTD/xhtml1-transitional.dtd"" */
    String XHTML_TRANSITIONAL_SYSTEM_ID = ""http://www.w3.org/TR/xhtml1/DTD/xhtml1-transitional.dtd"";
}""",1
AbstractCalendarView.java,"""/* * Commands X */""","""@Override
public Object visit(Rule_cmdXorInt rule) {
    return generateCmdFromRules(rule.rules);
}""",0
ZrtpCodes.java,"""/** * Error codes according to the ZRTP specification chapter 6.9 * * GNU ZRTP uses these error codes in two ways: to fill the appropriate * field ing the ZRTP Error packet and as sub-code in * ZrtpUserCallback#showMessage(). GNU ZRTP uses these error codes also * to report received Error packtes, in this case the sub-codes are their * negative values. * * The enumeration member comments are copied from the ZRTP specification. */""","""enum ZrtpErrorCodes {
        MalformedPacket(0x10),          //!< Malformed packet (CRC OK, but wrong structure)
        CriticalSWError(0x20),          //!< Critical software error
        UnsuppZRTPVersion(0x30),        //!< Unsupported ZRTP version
        HelloCompMismatch(0x40),        //!< Hello components mismatch
        UnsuppHashType(0x51),           //!< Hash type not supported
        UnsuppCiphertype(0x52),         //!< Cipher type not supported
        UnsuppPKExchange(0x53),         //!< Public key exchange not supported
        UnsuppSRTPAuthTag(0x54),        //!< SRTP auth. tag not supported
        UnsuppSASScheme(0x55),          //!< SAS scheme not supported
        NoSharedSecret(0x56),           //!< No shared secret available, DH mode required
        DHErrorWrongPV(0x61),           //!< DH Error: bad pvi or pvr ( == 1, 0, or p-1)
        DHErrorWrongHVI(0x62),          //!< DH Error: hvi != hashed data
        SASuntrustedMiTM(0x63),         //!< Received relayed SAS from untrusted MiTM
        ConfirmHMACWrong(0x70),         //!< Auth. Error: Bad Confirm pkt HMAC
        NonceReused(0x80),              //!< Nonce reuse
        EqualZIDHello(0x90),            //!< Equal ZIDs in Hello
        GoClearNotAllowed(0x100),       //!< GoClear packet received, but not allowed
        IgnorePacket(0x7fffffff);
        
        public int value;
        ZrtpErrorCodes(int val) {
            value = val;
        }

    }""",1
WrapperPlayServerScoreboardTeam.java,"""/** * Set the current packet {@link Modes}. * <p> * This determines whether or not team information is added or removed. * @param value - new value. */""","""public void setPacketMode(byte value) {
        handle.getIntegers().write(0, (int) value);
    }""",1
